1	1	4.6
2	1	2.8
3	1	4.0
4	1	3.4
5	1	3.5
6	1	2.9
7	1	3.1
8	1	4.5
9	2	4.6
10	2	1.8
11	2	2.7
12	2	3.1
13	2	3.4
14	2	4.0
15	2	3.9
16	2	3.8
17	2	4.6
18	2	3.7
3	3	4.1
19	3	4.5
20	3	4.4
21	3	2.7
22	3	4.0
23	4	3.0
24	4	3.7
25	4	3.2
26	4	2.5
27	4	3.3
28	4	3.2
11	4	4.4
29	4	3.4
30	4	4.0
31	5	3.5
32	5	3.1
33	5	2.1
34	5	4.7
35	5	4.1
19	5	3.2
36	5	3.1
37	6	4.0
38	6	3.9
39	6	4.3
17	6	3.3
7	6	3.4
5	6	2.7
40	7	2.4
4	7	2.2
41	7	2.9
17	7	3.0
42	7	3.3
43	7	4.2
2	7	3.9
26	8	3.6
44	8	3.9
45	8	3.0
24	8	3.5
46	8	3.7
47	9	2.8
43	9	4.6
37	9	3.4
48	9	4.2
49	9	3.5
50	9	4.3
5	9	4.2
36	10	4.7
47	10	2.8
51	10	2.7
52	10	3.3
53	10	2.8
54	10	3.1
8	10	4.0
46	10	3.3
55	10	2.5
35	10	4.5
14	11	3.5
21	11	3.2
56	11	5.0
57	11	4.1
12	11	3.3
32	11	3.8
58	11	3.0
59	11	4.0
42	11	3.5
60	12	3.2
8	12	2.1
61	12	4.7
62	12	2.9
63	12	2.9
3	12	2.9
64	12	2.7
65	12	4.6
17	12	4.3
24	12	2.9
4	13	3.8
1	13	2.0
41	13	2.5
9	13	4.8
66	13	4.7
59	14	3.3
29	14	4.4
66	14	2.6
67	14	2.3
18	14	4.2
5	14	3.0
41	14	4.0
68	14	3.9
61	14	2.8
49	14	2.6
69	15	4.2
55	15	4.9
70	15	2.7
44	15	3.2
45	15	2.9
50	15	3.7
47	15	3.1
34	15	3.7
71	15	4.1
72	16	3.0
15	16	4.7
73	16	3.1
74	16	3.7
75	16	3.0
76	16	3.6
4	16	4.3
77	16	3.3
78	17	4.0
32	17	3.4
69	17	4.4
34	17	3.8
79	17	4.7
80	17	4.1
63	17	1.8
50	18	3.1
56	18	3.4
34	18	3.5
42	18	3.3
33	18	3.8
81	18	3.5
63	18	2.3
2	18	3.5
26	18	4.1
55	18	3.7
46	19	4.6
27	19	3.5
39	19	3.9
63	19	4.0
42	19	4.9
45	19	4.8
78	19	2.8
82	19	4.9
83	19	2.5
80	20	2.8
53	20	4.2
77	20	1.6
1	20	4.4
5	20	2.8
26	20	1.9
37	20	3.6
8	20	3.4
52	21	4.4
22	21	3.8
42	21	3.5
7	21	3.4
80	21	3.5
53	22	3.6
72	22	3.3
28	22	3.4
38	22	3.1
4	22	2.7
5	23	3.0
73	23	4.1
69	23	2.7
45	23	4.9
19	23	2.9
58	23	2.6
16	23	3.3
55	23	4.0
84	24	2.9
23	24	3.6
65	24	3.4
56	24	2.9
42	24	3.7
83	25	2.9
30	25	3.6
41	25	3.1
1	25	4.5
85	25	2.9
37	25	4.5
39	25	3.0
17	25	4.3
82	25	4.0
85	26	3.2
40	26	5.0
86	26	4.1
87	26	3.5
79	26	4.9
19	26	3.2
60	26	3.5
23	26	3.7
83	27	4.3
73	27	4.0
88	27	4.6
57	27	4.1
23	27	2.4
68	27	3.2
54	27	5.0
41	27	3.1
69	28	2.1
86	28	4.0
89	28	3.6
53	28	3.4
47	28	3.0
7	28	3.8
84	28	4.8
61	28	4.7
17	28	3.5
90	29	4.9
27	29	4.0
41	29	3.2
75	29	4.3
91	29	3.4
92	30	3.2
85	30	3.8
46	30	3.0
2	30	4.1
93	30	3.5
16	31	4.2
4	31	3.2
6	31	4.0
27	31	3.4
77	31	3.5
7	31	3.7
85	31	3.8
62	31	2.9
48	32	4.0
86	32	2.3
3	32	2.4
87	32	3.0
7	32	3.8
51	32	3.2
65	32	2.6
57	33	2.1
23	33	4.3
48	33	4.1
94	33	4.2
36	33	3.3
82	33	4.4
1	34	4.5
47	34	4.8
25	34	3.0
75	34	2.4
53	34	3.7
78	34	4.5
33	35	3.4
28	35	5.0
75	35	5.0
16	35	4.1
22	35	3.6
82	36	2.9
3	36	2.9
40	36	3.8
95	36	3.7
37	36	3.9
87	36	2.2
53	36	4.9
21	36	4.5
85	36	3.6
87	37	3.6
51	37	3.7
48	37	4.2
26	37	4.2
23	37	3.2
22	37	4.2
64	37	2.4
4	37	3.0
4	38	2.7
11	38	2.8
